image_id,file_name,coco_url,flickr_url,license_url,width,height,person_x,person_y,person_width,person_height,person_box_area,scene,context_objects,context_score,caption_hits_json,captions_json
497674,000000497674.jpg,http://images.cocodataset.org/train2017/000000497674.jpg,http://farm4.staticflickr.com/3263/2538616801_c250c378a1_z.jpg,http://creativecommons.org/licenses/by-nc/2.0/,500,343,0.11562,0.19341107871720117,0.43668,0.5801457725947522,0.09316383469387754,park,bench;dog,60.931638,"[""A man and a dog sit in the park."", ""A man sitting on a park bench reading while a dog lays on the ground in front of him."", ""A man reading a book in the park"", ""Elderly man with dog enjoying quiet time on park bench reading.""]","[""An older person sitting on a wooden bench."", ""A man and a dog sit in the park."", ""A man sitting on a park bench reading while a dog lays on the ground in front of him."", ""A man reading a book in the park"", ""Elderly man with dog enjoying quiet time on park bench reading.""]"
233437,000000233437.jpg,http://images.cocodataset.org/train2017/000000233437.jpg,http://farm9.staticflickr.com/8376/8404552947_4d5c75ee04_z.jpg,http://creativecommons.org/licenses/by-sa/2.0/,640,512,0.663078125,0.093125,0.332984375,0.6711328125,0.08091496475219721,park,,60.80915,"[""Several young people riding skateboards at a concrete skate park."", ""Two boys are skateboarding together at a skate park."", ""Boys skateboarding in a city skate park during the day"", ""Kids are skating at a skate park during the day."", ""Boys are skateboarding around at a skateboard park.""]","[""Several young people riding skateboards at a concrete skate park."", ""Two boys are skateboarding together at a skate park."", ""Boys skateboarding in a city skate park during the day"", ""Kids are skating at a skate park during the day."", ""Boys are skateboarding around at a skateboard park.""]"
446909,000000446909.jpg,http://images.cocodataset.org/train2017/000000446909.jpg,http://farm9.staticflickr.com/8181/7895053490_2c7b0dcfe9_z.jpg,http://creativecommons.org/licenses/by/2.0/,640,425,0.067453125,0.20710588235294117,0.586109375,0.7787764705882353,0.1993407529411765,park,bench,59.993408,"[""a man sitting on a green bench in a park"", ""a man with glasses sits on a park bench"", ""A man is sitting on a green bench in a park."", ""An overexposed photograph of a man sitting on a park bench""]","[""a man sitting on a green bench in a park"", ""there is a man sitting on a green bench"", ""a man with glasses sits on a park bench"", ""A man is sitting on a green bench in a park."", ""An overexposed photograph of a man sitting on a park bench""]"
10534,000000010534.jpg,http://images.cocodataset.org/train2017/000000010534.jpg,http://farm9.staticflickr.com/8189/8091545658_a4992b5258_z.jpg,http://creativecommons.org/licenses/by-nc/2.0/,640,328,0.353921875,0.4124390243902439,0.529734375,0.5695121951219513,0.18829731778772868,park,bench,59.882973,"[""A black and white photo of a woman asleep on a park bench surrounded by foilage."", ""A woman taking a nap on a park bench."", ""A woman falls asleep on a park bench."", ""a woman sleeps on a park bench""]","[""A black and white photo of a woman asleep on a park bench surrounded by foilage."", ""A woman laying down on top of a bench."", ""A woman taking a nap on a park bench."", ""A woman falls asleep on a park bench."", ""a woman sleeps on a park bench""]"
14533,000000014533.jpg,http://images.cocodataset.org/train2017/000000014533.jpg,http://farm9.staticflickr.com/8086/8539384399_e7e786d973_z.jpg,http://creativecommons.org/licenses/by-nc-nd/2.0/,640,408,0.335296875,0.24774509803921568,0.597203125,0.7381372549019608,0.16601340188419123,park,bench,59.660134,"[""An evil clown sitting on a park bench in winter."", ""Angry clown sitting on a park bench near snow."", ""A scary clown sitting on a park bench."", ""A clown with a scary face sits on a park bench.""]","[""An evil clown sitting on a park bench in winter."", ""Angry clown sitting on a park bench near snow."", ""A scary clown sitting on a park bench."", ""A clown with a creepy mask sits on a bench"", ""A clown with a scary face sits on a park bench.""]"
332038,000000332038.jpg,http://images.cocodataset.org/train2017/000000332038.jpg,http://farm4.staticflickr.com/3481/3458555698_8ed004cfcd_z.jpg,http://creativecommons.org/licenses/by/2.0/,640,480,0.5330468749999999,0.17547916666666669,0.385046875,0.7258333333333333,0.13685909700520835,park,bench,59.368591,"[""A young boy wearing brown is holding a tree in a park."", ""a child holding on to a tree in a park."", ""A little boy is hanging onto a tree in a park."", ""A little boy holding onto a slim tree trunk in a park.""]","[""A young boy wearing brown is holding a tree in a park."", ""a child holding on to a tree in a park."", ""A little boy is hanging onto a tree in a park."", ""A smiling boy grasps a young tree at a playground on a bright sunny day."", ""A little boy holding onto a slim tree trunk in a park.""]"
49478,000000049478.jpg,http://images.cocodataset.org/train2017/000000049478.jpg,http://farm9.staticflickr.com/8055/8419907185_36187b74ed_z.jpg,http://creativecommons.org/licenses/by-nc/2.0/,640,512,0.36134374999999996,0.0471875,0.24809375,0.91685546875,0.12911653656005856,park,bench,59.291165,"[""An Asian woman sitting on a wooden bench, in a park like setting."", ""A woman sitting on a park bench looking up at the sky."", ""A woman sitting on a park bench next to a park."", ""A woman sits by her self on a park bench""]","[""A woman sitting in the middle of a wooden bench."", ""An Asian woman sitting on a wooden bench, in a park like setting."", ""A woman sitting on a park bench looking up at the sky."", ""A woman sitting on a park bench next to a park."", ""A woman sits by her self on a park bench""]"
523230,000000523230.jpg,http://images.cocodataset.org/train2017/000000523230.jpg,http://farm6.staticflickr.com/5524/9969227713_92d5890869_z.jpg,http://creativecommons.org/licenses/by-nc-nd/2.0/,640,471,0.407046875,0.18248407643312103,0.295546875,0.74552016985138,0.12444589669585986,park,bench,59.244459,"[""two men sitting on a park bench outside by a tree"", ""Two men are sitting under a tree on a park bench."", ""Two men sitting on a  park bench in the sun"", ""Two older men sitting on a bench at a park holding crutches.""]","[""two men sitting on a park bench outside by a tree"", ""Two men are sitting under a tree on a park bench."", ""Two men sitting on a  park bench in the sun"", ""A middle aged man and an older man sit on a bench beneath a tree, a pair of crutches sits between them."", ""Two older men sitting on a bench at a park holding crutches.""]"
202067,000000202067.jpg,http://images.cocodataset.org/train2017/000000202067.jpg,http://farm8.staticflickr.com/7217/7077410053_0ac0e11925_z.jpg,http://creativecommons.org/licenses/by-nc-nd/2.0/,640,512,0.145953125,0.23423828125,0.3891875,0.736484375,0.11358289855957031,park,bench,59.135829,"[""A beautiful young lady sitting on a park next next to an old man."", ""An older man stands behind a younger woman sitting on a park bench."", ""A man stands behind a woman sitting on a bench in a green park."", ""Woman sitting on a bench in park with man standing behind her.""]","[""A beautiful young lady sitting on a park next next to an old man."", ""An older man stands behind a younger woman sitting on a park bench."", ""A man stands behind a woman sitting on a bench in a green park."", ""A young woman sits posing beside an older standing man."", ""Woman sitting on a bench in park with man standing behind her.""]"
499135,000000499135.jpg,http://images.cocodataset.org/train2017/000000499135.jpg,http://farm8.staticflickr.com/7067/6801427134_d18fba2729_z.jpg,http://creativecommons.org/licenses/by-nc-sa/2.0/,640,480,0.33034375,0.20689583333333333,0.212359375,0.6988749999999999,0.08845962744140626,park,bench,58.884596,"[""A woman walking in a park looking at her phone."", ""A woman looking at her cell phone walking through a park."", ""A woman is walking through the park texting on her cell phone."", ""A dirt path in a city park with a woman walking on it and another older woman in the distance behind her.""]","[""A woman walking in a park looking at her phone."", ""A woman looking at her cell phone walking through a park."", ""A woman is walking through the park texting on her cell phone."", ""A women walks down the street while playing on her cellphone."", ""A dirt path in a city park with a woman walking on it and another older woman in the distance behind her.""]"
531960,000000531960.jpg,http://images.cocodataset.org/train2017/000000531960.jpg,http://farm4.staticflickr.com/3145/2455040357_e62fba00af_z.jpg,http://creativecommons.org/licenses/by-nc-nd/2.0/,333,500,0.18852852852852853,0.16144,0.7541141141141141,0.6928200000000001,0.19035896996996993,park,frisbee,53.90359,"[""A young man playing a game of frisbee in a park."", ""A man holding a flying disc in a park."", ""A man is about to throw a frisbee at the park."", ""A man throwing a frisbee in a park.""]","[""A young man playing a game of frisbee in a park."", ""A man holding a flying disc in a park."", ""A man is about to throw a frisbee at the park."", ""A man throwing a frisbee in a park."", ""A man is preparing to throw a frisbee""]"
259665,000000259665.jpg,http://images.cocodataset.org/train2017/000000259665.jpg,http://farm3.staticflickr.com/2740/4509181536_8fa90d8afa_z.jpg,http://creativecommons.org/licenses/by/2.0/,640,426,0.14028125,0.36798122065727695,0.23132812500000002,0.6188262910798122,0.10323181136296948,park,frisbee,53.032318,"[""Several men are in a park and have different colored Frisbees."", ""A group of guys playing Frisbee in a park"", ""A group of people playing frisbee in park next to trees."", ""A group of people playing frisbee at the park""]","[""Three people hold Frisbees while one of them throws his."", ""Several men are in a park and have different colored Frisbees."", ""A group of guys playing Frisbee in a park"", ""A group of people playing frisbee in park next to trees."", ""A group of people playing frisbee at the park""]"
200770,000000200770.jpg,http://images.cocodataset.org/train2017/000000200770.jpg,http://farm5.staticflickr.com/4038/4463230827_feaaafc941_z.jpg,http://creativecommons.org/licenses/by-nc-sa/2.0/,500,386,0.10456,0.19582901554404145,0.37989999999999996,0.7629792746113989,0.09655499015544043,park,frisbee,52.96555,"[""A man catching a frisbee while standing in a park."", ""A person running in a park catching a frisbee."", ""Man in park running toward a frisbee to catch it."", ""A man prepares to catch the frisbee in the park""]","[""A man catching a frisbee while standing in a park."", ""A person running in a park catching a frisbee."", ""A man with hat running after a frisbee on the field"", ""Man in park running toward a frisbee to catch it."", ""A man prepares to catch the frisbee in the park""]"
207763,000000207763.jpg,http://images.cocodataset.org/train2017/000000207763.jpg,http://farm1.staticflickr.com/43/205802811_4ba1e8d952_z.jpg,http://creativecommons.org/licenses/by-nc-nd/2.0/,640,426,0.238359375,0.036032863849765256,0.41078125,0.8896478873239437,0.08854372487529338,park,frisbee,52.885437,"[""Two women play frisbee in a park."", ""Two young woman in a park doing tricks with a frisbee."", ""a pair of women in a park with other people"", ""Two girls wearing black shorts are in a park while one girl holds her leg up in front of the other as the other holds a white Frisbee.""]","[""Two women play frisbee in a park."", ""Two young woman in a park doing tricks with a frisbee."", ""Two women playing frisbee with one trying to block the others catch."", ""a pair of women in a park with other people"", ""Two girls wearing black shorts are in a park while one girl holds her leg up in front of the other as the other holds a white Frisbee.""]"
540206,000000540206.jpg,http://images.cocodataset.org/train2017/000000540206.jpg,http://farm8.staticflickr.com/7350/9254932719_82e3f96be5_z.jpg,http://creativecommons.org/licenses/by-sa/2.0/,640,427,0.284640625,0.16346604215456673,0.346140625,0.7910772833723654,0.08782046875000003,park,bench;bicycle;frisbee,52.878205,"[""Men playing Frisbee in a sandy, local park"", ""A man in the park with a frisbee and other people."", ""A man in bare feet throws a frisbee in a park.""]","[""A man standing on a field holding a white frisbee."", ""Men playing Frisbee in a sandy, local park"", ""A man in the park with a frisbee and other people."", ""A man in bare feet throws a frisbee in a park."", ""A man in rolled up jeans and a brown shirt holds a white Frisbee in his fingertips.""]"
361472,000000361472.jpg,http://images.cocodataset.org/train2017/000000361472.jpg,http://farm8.staticflickr.com/7059/6829117452_a5509ae885_z.jpg,http://creativecommons.org/licenses/by-nc-sa/2.0/,612,612,0.6337091503267973,0.1775326797385621,0.3370751633986928,0.7932516339869281,0.15868716706181388,park,bicycle,51.586872,"[""Small children with protective gear playing in a park."", ""Small children stand near bicycles at a skate park."", ""Boys wearing helmets carry a bicycle up a ramp at a skate park."", ""small children playing with bikes on sloped concrete park""]","[""Small children with protective gear playing in a park."", ""Small children stand near bicycles at a skate park."", ""Boys wearing helmets carry a bicycle up a ramp at a skate park."", ""small children playing with bikes on sloped concrete park"", ""A group of young children riding bikes and skateboards with each other.""]"
158737,000000158737.jpg,http://images.cocodataset.org/train2017/000000158737.jpg,http://farm1.staticflickr.com/94/226218778_2f4c792975_z.jpg,http://creativecommons.org/licenses/by-nc-sa/2.0/,518,640,0.18366795366795366,0.1869375,0.6622779922779923,0.6891875,0.1449530955900098,park,bench;frisbee,51.449531,"[""A man throwing a white frisbee in a park."", ""A young Asian male tossing a frisbee in a park"", ""A young man playing a game while others look on from a park bench.""]","[""A man throwing a white frisbee in a park."", ""A young Asian male tossing a frisbee in a park"", ""A young man playing a game while others look on from a park bench."", ""A man is preparing to catch a frisbee"", ""A man in a yellow shirt catching a frisbee""]"
160607,000000160607.jpg,http://images.cocodataset.org/train2017/000000160607.jpg,http://farm4.staticflickr.com/3350/3437116508_245952f2b0_z.jpg,http://creativecommons.org/licenses/by-nc/2.0/,480,640,0.29570833333333335,0.5703750000000001,0.7005,0.4296249999999999,0.13511962955729168,park,bench;frisbee,51.351196,"[""A boy throwing an orange frisbee in a park."", ""The young child is playing with a frisbee in the park."", ""A child playing with a red frisbee in a park.""]","[""A boy throwing an orange frisbee in a park."", ""A young man holding his arms out as a frisbee approaches his."", ""The young child is playing with a frisbee in the park."", ""A photo of a boy catching a frisbee in the air."", ""A child playing with a red frisbee in a park.""]"
253479,000000253479.jpg,http://images.cocodataset.org/train2017/000000253479.jpg,http://farm1.staticflickr.com/125/374033252_78143a1d3d_z.jpg,http://creativecommons.org/licenses/by-nc-sa/2.0/,640,426,0.455234375,0.18528169014084508,0.27025,0.8119953051643193,0.10529159019219482,park,bench;frisbee,51.052916,"[""A guy in a park reaching out for a frisbee."", ""A man throws a frisbee into the air in a park."", ""A man throwing a red frisbee while standing in a park.""]","[""A guy in a park reaching out for a frisbee."", ""A man throws a frisbee into the air in a park."", ""a man smiling and pointing at the camera from a  distance"", ""A man throwing a red frisbee while standing in a park."", ""A man having just released a frisbee after throwing it.""]"
253125,000000253125.jpg,http://images.cocodataset.org/train2017/000000253125.jpg,http://farm7.staticflickr.com/6104/6366373831_31ca5ccf16_z.jpg,http://creativecommons.org/licenses/by-sa/2.0/,640,491,0.385734375,0.24928716904276987,0.25010937499999997,0.7372505091649695,0.08382058872199591,park,bench;kite,50.838206,"[""Boys playing with a colorful kite in a park"", ""Families hanging out with their kids at the park."", ""Two children in a park playing with a kite""]","[""Boys playing with a colorful kite in a park"", ""A young man and a little boy play with a kite together"", ""Families hanging out with their kids at the park."", ""A man and small child are flying a kite."", ""Two children in a park playing with a kite""]"
189706,000000189706.jpg,http://images.cocodataset.org/train2017/000000189706.jpg,http://farm3.staticflickr.com/2655/3999089416_7a97f939ec_z.jpg,http://creativecommons.org/licenses/by-nc-nd/2.0/,640,427,0.2543125,0.17936768149882903,0.393421875,0.7129976580796252,0.08242989205210775,park,bicycle,50.824299,"[""Man on skateboard at a park approaching a downhill drop."", ""A guy skate boarding in a skate park."", ""A man is doing a trick on a skateboard at a skate park."", ""A man wearing a hat riding his skateboard in a skate park.""]","[""Man on skateboard at a park approaching a downhill drop."", ""A guy skate boarding in a skate park."", ""A man is doing a trick on a skateboard at a skate park."", ""A young man doing tricks on his skate board."", ""A man wearing a hat riding his skateboard in a skate park.""]"
538270,000000538270.jpg,http://images.cocodataset.org/train2017/000000538270.jpg,http://farm1.staticflickr.com/196/461700814_aa3661f56d_z.jpg,http://creativecommons.org/licenses/by-nc-nd/2.0/,640,426,0.171171875,0.03769953051643192,0.563796875,0.9618779342723004,0.27550236905809855,park,,50.755024,"[""Adult males eating snack while sitting on blanket in park."", ""Guys enjoying a picnic lunch in a park with other young people"", ""some guys sitting on a blanket at the park while eating some hot dogs"", ""Two men are sitting at the park eating and drinking bear.""]","[""Adult males eating snack while sitting on blanket in park."", ""Guys enjoying a picnic lunch in a park with other young people"", ""two young men are sitting on the ground eating sandwiches"", ""some guys sitting on a blanket at the park while eating some hot dogs"", ""Two men are sitting at the park eating and drinking bear.""]"
107974,000000107974.jpg,http://images.cocodataset.org/train2017/000000107974.jpg,http://farm4.staticflickr.com/3505/3808337818_b58a16f867_z.jpg,http://creativecommons.org/licenses/by/2.0/,500,374,0.0033799999999999998,0.0050802139037433155,0.75644,0.9841978609625668,0.4023279818181818,park,bench,50.02328,"[""a person riding a skate board at a skate park"", ""Several people skating in a skateboard park wearing safety gear."", ""Skateboarder with arm guards posing in front of a skate park.""]","[""a skater is holding out his hand and flashing a symbol"", ""a person riding a skate board at a skate park"", ""A skateboarder is standing on a cement ramp."", ""Several people skating in a skateboard park wearing safety gear."", ""Skateboarder with arm guards posing in front of a skate park.""]"
365340,000000365340.jpg,http://images.cocodataset.org/train2017/000000365340.jpg,http://farm4.staticflickr.com/3625/3435367880_7ca423c824_z.jpg,http://creativecommons.org/licenses/by-nc-sa/2.0/,429,640,0.23801864801864803,0.01984375,0.4961771561771562,0.795515625,0.17717177520396268,park,bench;dog,49.771718,"[""A young man skateboards while a group of other men sit on a park bench watching"", ""a man on a skate board riding down a park road"", ""a man wearing brown is skating in a park""]","[""A young man skateboards while a group of other men sit on a park bench watching"", ""a man on a skate board riding down a park road"", ""A man on a skateboard in the street."", ""a person that is skating down the road"", ""a man wearing brown is skating in a park""]"
178971,000000178971.jpg,http://images.cocodataset.org/train2017/000000178971.jpg,http://farm6.staticflickr.com/5217/5533623545_5ab15297cc_z.jpg,http://creativecommons.org/licenses/by-nc-sa/2.0/,640,434,0.386375,0.048963133640553,0.51534375,0.9091013824884793,0.16779824632776497,park,bench;dog,49.677982,"[""Man reading a magazine on a park bench, with his dog."", ""A man sitting on the park bench reading with his dog."", ""A man reading a newspaper while sitting on a park bench with his dog.""]","[""Man reading a magazine on a park bench, with his dog."", ""A man sitting on the park bench reading with his dog."", ""A man reading a newspaper while sitting on a park bench with his dog."", ""A man sitting on a bench next to his dog."", ""An old man is reading a book on a bench with a dog.""]"
69182,000000069182.jpg,http://images.cocodataset.org/train2017/000000069182.jpg,http://farm8.staticflickr.com/7204/6921942099_7a055ee9a9_z.jpg,http://creativecommons.org/licenses/by-nc/2.0/,640,429,0.147953125,0.18806526806526808,0.41365625,0.8017948717948719,0.13692759069055943,park,,49.369276,"[""Two males riding skateboards in a skate park."", ""Two guys skateboarding at a skate park near other people."", ""Some people are skateboarding and having fun in the park."", ""Several skateboarders skateboarding in a skateboard park at the beach.""]","[""Two males riding skateboards in a skate park."", ""a couple of men that are skateboarding on a rink"", ""Two guys skateboarding at a skate park near other people."", ""Some people are skateboarding and having fun in the park."", ""Several skateboarders skateboarding in a skateboard park at the beach.""]"
416516,000000416516.jpg,http://images.cocodataset.org/train2017/000000416516.jpg,http://farm4.staticflickr.com/3109/2593760871_ce4b78f936_z.jpg,http://creativecommons.org/licenses/by-sa/2.0/,640,427,0.13193749999999999,0.05325526932084309,0.41531250000000003,0.9055971896955504,0.13327174436475409,park,bench;bicycle,49.332717,"[""The woman sit on a park bench next to a baby carriage."", ""Woman on bench with baby carriage in park area"", ""A woman sitting on a bench in the park with her baby in a carriage.""]","[""The woman sit on a park bench next to a baby carriage."", ""Woman on bench with baby carriage in park area"", ""a lady in green sitting on a bench with a baby buggy"", ""A woman sitting on a bench in the park with her baby in a carriage."", ""A woman is on a bench by a baby buggy.""]"
116804,000000116804.jpg,http://images.cocodataset.org/train2017/000000116804.jpg,http://farm3.staticflickr.com/2444/3601075062_3ca461a430_z.jpg,http://creativecommons.org/licenses/by-nc-sa/2.0/,426,640,0.010117370892018779,0.008984375,0.5030516431924883,0.6696718749999999,0.12198782515404931,park,,49.219878,"[""A couple of young people are in a skate park."", ""A boy and a girl on a skateboard in a skate park."", ""A young lady rides her skateboard at a skate park."", ""one child standing on a skateboard in a skate park.""]","[""A girl in a dress standing on a small skateboard."", ""A couple of young people are in a skate park."", ""A boy and a girl on a skateboard in a skate park."", ""A young lady rides her skateboard at a skate park."", ""one child standing on a skateboard in a skate park.""]"
452471,000000452471.jpg,http://images.cocodataset.org/train2017/000000452471.jpg,http://farm7.staticflickr.com/6059/6280863416_e60243821c_z.jpg,http://creativecommons.org/licenses/by-nc-sa/2.0/,640,480,0.40981249999999997,0.07325,0.53965625,0.6245208333333333,0.11480318977864581,park,,49.148032,"[""Boy skateboarding on a ramp in a park."", ""A boy is skateboarding at a skate park."", ""A male skateboarder in a skate park on a ramp."", ""A skateboarder doing a trick at a skate park.""]","[""Boy skateboarding on a ramp in a park."", ""A boy is skateboarding at a skate park."", ""A male skateboarder in a skate park on a ramp."", ""A skateboarder doing a trick at a skate park."", ""Man on a skateboard on the top of a ramp doing a trick.""]"
135210,000000135210.jpg,http://images.cocodataset.org/train2017/000000135210.jpg,http://farm8.staticflickr.com/7033/6421425979_5085107f3d_z.jpg,http://creativecommons.org/licenses/by-sa/2.0/,640,427,0.334453125,0.010398126463700235,0.471375,0.9740281030444965,0.3147114633343091,park,bench,49.147115,"[""The baby is playing with the phone in the park."", ""The baby on the blanket at the park is hoding  a Motorola phone."", ""a small child at a park putting a cellular phone to her mouth""]","[""A child holding a Motorola cell phone in its hand"", ""The baby is playing with the phone in the park."", ""The baby on the blanket at the park is hoding  a Motorola phone."", ""A little girl in a playground holds a cell phone to her face."", ""a small child at a park putting a cellular phone to her mouth""]"
