image_id,file_name,coco_url,flickr_url,license_url,width,height,person_x,person_y,person_width,person_height,person_box_area,scene,context_objects,context_score,caption_hits_json,captions_json
37030,000000037030.jpg,http://images.cocodataset.org/train2017/000000037030.jpg,http://farm4.staticflickr.com/3243/3004409036_8d83906d0e_z.jpg,http://creativecommons.org/licenses/by-nc-sa/2.0/,409,640,0.15471882640586798,0.085390625,0.7630562347188263,0.9011250000000001,0.4417916295461492,urban_street,traffic light;truck,79.417916,"[""A person that is looking at something down the street."", ""Man in black business suit on street corner."", ""A man in a suit on a city street."", ""A man is standing in a suit on the street."", ""Man in a black business suit and tie standing on a city street.""]","[""A person that is looking at something down the street."", ""Man in black business suit on street corner."", ""A man in a suit on a city street."", ""A man is standing in a suit on the street."", ""Man in a black business suit and tie standing on a city street.""]"
292118,000000292118.jpg,http://images.cocodataset.org/train2017/000000292118.jpg,http://farm4.staticflickr.com/3537/3397156821_05c5de362b_z.jpg,http://creativecommons.org/licenses/by-nc-nd/2.0/,640,480,0.261234375,0.18652083333333333,0.3960625,0.80225,0.2000176819661458,urban_street,car;parking meter;truck,78.000177,"[""A man wearing a parking meter repair jacket pushing a cart down a sidewalk."", ""a man on the street  with some tools"", ""A man walking down the sidewalk with a cart."", ""A parking meter repair person walking down the street."", ""A parking meter repair man walking down a street.""]","[""A man wearing a parking meter repair jacket pushing a cart down a sidewalk."", ""a man on the street  with some tools"", ""A man walking down the sidewalk with a cart."", ""A parking meter repair person walking down the street."", ""A parking meter repair man walking down a street.""]"
221713,000000221713.jpg,http://images.cocodataset.org/train2017/000000221713.jpg,http://farm4.staticflickr.com/3589/3486677938_9aceb4f7c9_z.jpg,http://creativecommons.org/licenses/by-sa/2.0/,480,640,0.4227916666666667,0.2883125,0.5710416666666667,0.7116875,0.29193620068359377,urban_street,car;traffic light,76.919362,"[""A curly haired man standing on the side of the street."", ""A guy in a tie stands on the side of the street."", ""Smiling man standing on the street in front of business buildings"", ""A necktie wearing man with an Afro stands by the street and poses for a picture."", ""A man in a dark coat and blue tie stands near a street down the way from several large buildings.""]","[""A curly haired man standing on the side of the street."", ""A guy in a tie stands on the side of the street."", ""Smiling man standing on the street in front of business buildings"", ""A necktie wearing man with an Afro stands by the street and poses for a picture."", ""A man in a dark coat and blue tie stands near a street down the way from several large buildings.""]"
5535,000000005535.jpg,http://images.cocodataset.org/train2017/000000005535.jpg,http://farm1.staticflickr.com/34/72260071_37542ca850_z.jpg,http://creativecommons.org/licenses/by-nc-nd/2.0/,640,480,0.7517031249999999,0.46031249999999996,0.2415,0.5396875,0.08418800146484375,urban_street,bus;traffic light,76.84188,"[""A man walking down the street beside a big bus."", ""A red white and blue Rapid bus crossing the intersection"", ""A man walks through a crosswalk next to a passing bus."", ""A city bus drives down a street as a man walks across a crosswalk."", ""A colorful bus passes under a light on a city street.""]","[""A man walking down the street beside a big bus."", ""A red white and blue Rapid bus crossing the intersection"", ""A man walks through a crosswalk next to a passing bus."", ""A city bus drives down a street as a man walks across a crosswalk."", ""A colorful bus passes under a light on a city street.""]"
338317,000000338317.jpg,http://images.cocodataset.org/train2017/000000338317.jpg,http://farm6.staticflickr.com/5168/5240583301_5cd725d2b4_z.jpg,http://creativecommons.org/licenses/by-nc-nd/2.0/,600,600,0.6478499999999999,0.018616666666666667,0.2934666666666667,0.93455,0.1548721734722222,urban_street,traffic light;truck,76.548722,"[""an image of a person walking down the street on her phone"", ""A street with various people walking by a building."", ""People walking down a sidewalk near a road and a building."", ""There is a lot of foot traffic on this street during the day."", ""There are people that are walking on the street""]","[""an image of a person walking down the street on her phone"", ""A street with various people walking by a building."", ""People walking down a sidewalk near a road and a building."", ""There is a lot of foot traffic on this street during the day."", ""There are people that are walking on the street""]"
471927,000000471927.jpg,http://images.cocodataset.org/train2017/000000471927.jpg,http://farm5.staticflickr.com/4112/5202466595_1b4af5a072_z.jpg,http://creativecommons.org/licenses/by-nc-nd/2.0/,600,600,0.28935,0.02018333333333333,0.25925000000000004,0.6656,0.08465934944444443,urban_street,traffic light;truck,75.846593,"[""A man wheeling two suite cases along a city sidewalk."", ""A man carrying two bags down a sidewalk."", ""a man is pulling a couple of bags down the street"", ""A man carrying two bags of luggage down the street."", ""A man pulls two luggage down a sidewalk""]","[""A man wheeling two suite cases along a city sidewalk."", ""A man carrying two bags down a sidewalk."", ""a man is pulling a couple of bags down the street"", ""A man carrying two bags of luggage down the street."", ""A man pulls two luggage down a sidewalk""]"
552092,000000552092.jpg,http://images.cocodataset.org/train2017/000000552092.jpg,http://farm6.staticflickr.com/5100/5517027925_ed7b895f9f_z.jpg,http://creativecommons.org/licenses/by-nc-nd/2.0/,640,640,0.1100625,0.040546874999999996,0.405203125,0.85021875,0.15402705383300783,urban_street,car;traffic light,75.540271,"[""A woman crossing the street in a city"", ""A street scene with people walking and vehicles on the road."", ""A woman walking across a rain covered crosswalk."", ""a person walking on the sidewalk wearing a hood and carrying a bag."", ""A hooded woman in black walking in winter down a street""]","[""A woman crossing the street in a city"", ""A street scene with people walking and vehicles on the road."", ""A woman walking across a rain covered crosswalk."", ""a person walking on the sidewalk wearing a hood and carrying a bag."", ""A hooded woman in black walking in winter down a street""]"
50161,000000050161.jpg,http://images.cocodataset.org/train2017/000000050161.jpg,http://farm3.staticflickr.com/2694/4396605539_0462a3dbf1_z.jpg,http://creativecommons.org/licenses/by-sa/2.0/,640,428,0.0,0.14651869158878505,0.20387499999999997,0.8529439252336448,0.11906657911068926,urban_street,car;traffic light,75.190666,"[""A man in a black coat and black hat walks down a rainy street with luggage."", ""A man crossing the street dressed in a suit and pulling a suitcase."", ""some people on the street cars and buildings"", ""Two men are crossing the street, both of them carrying bags."", ""Pedestrians with luggage on wet city street in a business district.""]","[""A man in a black coat and black hat walks down a rainy street with luggage."", ""A man crossing the street dressed in a suit and pulling a suitcase."", ""some people on the street cars and buildings"", ""Two men are crossing the street, both of them carrying bags."", ""Pedestrians with luggage on wet city street in a business district.""]"
227825,000000227825.jpg,http://images.cocodataset.org/train2017/000000227825.jpg,http://farm6.staticflickr.com/5304/5850726718_d23d3c3d23_z.jpg,http://creativecommons.org/licenses/by-nc/2.0/,640,480,0.47021875,0.40225000000000005,0.27135937499999996,0.5865208333333333,0.10703880045572921,urban_street,car;traffic light,75.070388,"[""A man walking down a street with a bag of luggage."", ""A man walking with a rolling case on the street."", ""A   young man walking down the street with his suitcase."", ""A man pulls a wheeled suitcase along a city street."", ""a man carrying a luggage bag down the street""]","[""A man walking down a street with a bag of luggage."", ""A man walking with a rolling case on the street."", ""A   young man walking down the street with his suitcase."", ""A man pulls a wheeled suitcase along a city street."", ""a man carrying a luggage bag down the street""]"
341027,000000341027.jpg,http://images.cocodataset.org/train2017/000000341027.jpg,http://farm3.staticflickr.com/2734/4441592056_52f5c6d3bd_z.jpg,http://creativecommons.org/licenses/by-nc-nd/2.0/,640,427,0.268671875,0.367096018735363,0.24478125,0.632903981264637,0.10468069251317332,urban_street,car;traffic light,75.046807,"[""A woman stands on the sidewalk and talks on her phone."", ""A woman walking on her cellphone in the street."", ""A woman talking on a cell phone while walking down a street."", ""A woman in a black coat standing on the street while holding a phone to her head with a postman walking u the street next to her."", ""A woman is on a cell phone on a city street.""]","[""A woman stands on the sidewalk and talks on her phone."", ""A woman walking on her cellphone in the street."", ""A woman talking on a cell phone while walking down a street."", ""A woman in a black coat standing on the street while holding a phone to her head with a postman walking u the street next to her."", ""A woman is on a cell phone on a city street.""]"
281512,000000281512.jpg,http://images.cocodataset.org/train2017/000000281512.jpg,http://farm8.staticflickr.com/7316/8748393699_ecfb2683ed_z.jpg,http://creativecommons.org/licenses/by-nd/2.0/,427,640,0.1894847775175644,0.367609375,0.38208430913348945,0.53471875,0.10324657805181503,urban_street,car;stop sign,75.032466,"[""A man walking towards a stop sign on the sidewalk."", ""A police officer is walking down the sidewalk."", ""A police officer walking down a busy street."", ""A police officer walking down a city street with a stop sign, buildings, and parked cars in the background."", ""A policeman walks down the street by the stop sign.""]","[""A man walking towards a stop sign on the sidewalk."", ""A police officer is walking down the sidewalk."", ""A police officer walking down a busy street."", ""A police officer walking down a city street with a stop sign, buildings, and parked cars in the background."", ""A policeman walks down the street by the stop sign.""]"
112096,000000112096.jpg,http://images.cocodataset.org/train2017/000000112096.jpg,http://farm6.staticflickr.com/5058/5479323199_12c7b25456_z.jpg,http://creativecommons.org/licenses/by-nc-sa/2.0/,479,640,0.5086847599164926,0.38403125,0.361294363256785,0.34978125000000004,0.10236291427453029,urban_street,car;traffic light,75.023629,"[""a group of signs sitting outside a building on a sidewalk"", ""A lipstick advertisement is posted on the side of a city street."", ""An advertisement next to a bus stop on the side of a street."", ""A street view with a poster advertising lipstick."", ""A bus stop on a street with a billboard on the side.""]","[""a group of signs sitting outside a building on a sidewalk"", ""A lipstick advertisement is posted on the side of a city street."", ""An advertisement next to a bus stop on the side of a street."", ""A street view with a poster advertising lipstick."", ""A bus stop on a street with a billboard on the side.""]"
98502,000000098502.jpg,http://images.cocodataset.org/train2017/000000098502.jpg,http://farm4.staticflickr.com/3404/3213385796_a37cf8fbcb_z.jpg,http://creativecommons.org/licenses/by-nc-sa/2.0/,333,500,0.3113513513513514,0.4009,0.35234234234234235,0.5991,0.1008266735735736,urban_street,car;traffic light,75.008267,"[""A person posing for a photo under an Obama street sign."", ""a man standing on a street corner looking up at a sign"", ""A smiling young man stands beneath an Obama street sign."", ""A smiling young man leaning against a street post."", ""A man standing under a street sign that reads, \""OBAMA.\""""]","[""A person posing for a photo under an Obama street sign."", ""a man standing on a street corner looking up at a sign"", ""A smiling young man stands beneath an Obama street sign."", ""A smiling young man leaning against a street post."", ""A man standing under a street sign that reads, \""OBAMA.\""""]"
164572,000000164572.jpg,http://images.cocodataset.org/train2017/000000164572.jpg,http://farm1.staticflickr.com/55/112162042_dbd1f2ba9e_z.jpg,http://creativecommons.org/licenses/by-nc-nd/2.0/,640,480,0.659390625,0.2866666666666667,0.20806249999999998,0.7002291666666667,0.08479186555989582,urban_street,car;traffic light,74.847919,"[""A man walking down a street next to a woman."", ""People walking downtown near a bunch of buildings ."", ""A woman walks down the sidewalk while on her mobile phone."", ""A couple of people standing on a city sidewalk."", ""A street scene with people walking on the sidewalk and a car on the road.""]","[""A man walking down a street next to a woman."", ""People walking downtown near a bunch of buildings ."", ""A woman walks down the sidewalk while on her mobile phone."", ""A couple of people standing on a city sidewalk."", ""A street scene with people walking on the sidewalk and a car on the road.""]"
565500,000000565500.jpg,http://images.cocodataset.org/train2017/000000565500.jpg,http://farm8.staticflickr.com/7007/6800921081_6ee594792a_z.jpg,http://creativecommons.org/licenses/by-nc-nd/2.0/,640,483,0.268859375,0.3349689440993789,0.21371875,0.5989648033126295,0.08287352403597305,urban_street,bus;car;traffic light;truck,73.828735,"[""a woman in a big red coat gets out of a car onto a street"", ""A woman in red jacket and black hat by car on a street."", ""A woman standing outside a car on a busy street"", ""A woman is getting in her car on a busy street.""]","[""a woman in a big red coat gets out of a car onto a street"", ""A woman in red jacket and black hat by car on a street."", ""A woman standing outside a car on a busy street"", ""A woman is getting in her car on a busy street."", ""A woman getting inside of the passenger door of a silver car.""]"
411238,000000411238.jpg,http://images.cocodataset.org/train2017/000000411238.jpg,http://farm5.staticflickr.com/4005/4472138085_dd31cc3a47_z.jpg,http://creativecommons.org/licenses/by-sa/2.0/,640,480,0.7264062499999999,0.22022916666666664,0.27359374999999997,0.7662916666666667,0.16418600309244794,urban_street,bicycle;bus;car,73.64186,"[""People walking and riding bikes on a city street."", ""Pedestrians walking down a busy street next to a bus.."", ""A street scene has a colorful bus with advertising on it."", ""A street scene of people walking, cyclists, and motor vehicles."", ""Crowded city street with pedestrians, cyclists, and buses.""]","[""People walking and riding bikes on a city street."", ""Pedestrians walking down a busy street next to a bus.."", ""A street scene has a colorful bus with advertising on it."", ""A street scene of people walking, cyclists, and motor vehicles."", ""Crowded city street with pedestrians, cyclists, and buses.""]"
260040,000000260040.jpg,http://images.cocodataset.org/train2017/000000260040.jpg,http://farm9.staticflickr.com/8272/8699740337_8704605617_z.jpg,http://creativecommons.org/licenses/by/2.0/,640,427,0.37015625,0.151943793911007,0.270171875,0.7919437939110071,0.09639960022687355,urban_street,bicycle;traffic light,72.963996,"[""A man and a woman walking down a street together."", ""A man in white jumpsuit walking with sidewalk."", ""A woman has a red flag walking down the street."", ""A man and woman wearing a mask walking down the street"", ""Two adults protest in the middle of the street.""]","[""A man and a woman walking down a street together."", ""A man in white jumpsuit walking with sidewalk."", ""A woman has a red flag walking down the street."", ""A man and woman wearing a mask walking down the street"", ""Two adults protest in the middle of the street.""]"
276768,000000276768.jpg,http://images.cocodataset.org/train2017/000000276768.jpg,http://farm8.staticflickr.com/7064/6861667931_9079d91379_z.jpg,http://creativecommons.org/licenses/by-nc-sa/2.0/,640,489,0.37092187499999996,0.10887525562372188,0.21025,0.7830061349693251,0.08221265976482618,urban_street,bicycle;bus;car,72.822127,"[""A woman riding a bike in the street and other people walking around."", ""A woman riding a bike down a street."", ""A woman riding on a bike past a busy intersection."", ""A girl peddling a bike down a street corner near a bus."", ""A woman in boots rides a bike down the street.""]","[""A woman riding a bike in the street and other people walking around."", ""A woman riding a bike down a street."", ""A woman riding on a bike past a busy intersection."", ""A girl peddling a bike down a street corner near a bus."", ""A woman in boots rides a bike down the street.""]"
60387,000000060387.jpg,http://images.cocodataset.org/train2017/000000060387.jpg,http://farm2.staticflickr.com/1121/1201040276_1082169f51_z.jpg,http://creativecommons.org/licenses/by-nc/2.0/,640,427,0.46928125,0.17714285714285716,0.311859375,0.8089929742388758,0.17226404255708433,urban_street,car;parking meter,72.72264,"[""People are walking and standing on a sidewalk."", ""A man carrying a bag walking down a street."", ""People are on a sidewalk with parking meters."", ""Group of people walking on a city street during the daytime."", ""A man talking on a cellphone on a busy street.""]","[""People are walking and standing on a sidewalk."", ""A man carrying a bag walking down a street."", ""People are on a sidewalk with parking meters."", ""Group of people walking on a city street during the daytime."", ""A man talking on a cellphone on a busy street.""]"
395289,000000395289.jpg,http://images.cocodataset.org/train2017/000000395289.jpg,http://farm1.staticflickr.com/54/127252567_5b7d732791_z.jpg,http://creativecommons.org/licenses/by-nc-sa/2.0/,500,375,0.30168,0.24045333333333332,0.41798,0.6876266666666667,0.17831648799999997,urban_street,traffic light,71.783165,"[""Guy sitting on ground in the middle of the street with traffic light behind him"", ""The man is sitting down in the middle of the intersection."", ""A man in purple jacket and khakis sitting on a street."", ""A man sits in the street in front of a stop light."", ""A man sits on a pebbled street in front of a red light""]","[""Guy sitting on ground in the middle of the street with traffic light behind him"", ""The man is sitting down in the middle of the intersection."", ""A man in purple jacket and khakis sitting on a street."", ""A man sits in the street in front of a stop light."", ""A man sits on a pebbled street in front of a red light""]"
80231,000000080231.jpg,http://images.cocodataset.org/train2017/000000080231.jpg,http://farm3.staticflickr.com/2572/3742388669_433bc69b76_z.jpg,http://creativecommons.org/licenses/by-nc/2.0/,375,500,0.22770666666666667,0.103,0.4314666666666667,0.88538,0.2596813202666667,urban_street,car;parking meter;traffic light,71.596813,"[""A man in a black suit and red tie standing on a street corner."", ""A man in suit and sunglasses standing on the corner of a street."", ""A man in a suit standing on the corner of a street."", ""a person standing on a street side walk wearing a suit and tie""]","[""A man in a black suit and red tie standing on a street corner."", ""A man in suit and sunglasses standing on the corner of a street."", ""A man in a business suit standing on a curb."", ""A man in a suit standing on the corner of a street."", ""a person standing on a street side walk wearing a suit and tie""]"
400175,000000400175.jpg,http://images.cocodataset.org/train2017/000000400175.jpg,http://farm5.staticflickr.com/4034/4410971090_0a2dea562d_z.jpg,http://creativecommons.org/licenses/by-nc-sa/2.0/,640,459,0.007078125,0.0049455337690631805,0.279796875,0.9777777777777779,0.14580738204656868,urban_street,traffic light,71.458074,"[""A few people walking down a sidewalk, two talking on the phone."", ""A man and woman wearing a bright yellow jacket walking down the street."", ""A group of people walking down a street on a sidewalk."", ""A group of people walking down the sidewalk."", ""A man and woman on cellphones and a couple with matching coats walking down the street.""]","[""A few people walking down a sidewalk, two talking on the phone."", ""A man and woman wearing a bright yellow jacket walking down the street."", ""A group of people walking down a street on a sidewalk."", ""A group of people walking down the sidewalk."", ""A man and woman on cellphones and a couple with matching coats walking down the street.""]"
455350,000000455350.jpg,http://images.cocodataset.org/train2017/000000455350.jpg,http://farm5.staticflickr.com/4051/5132818027_dbef0c7b5d_z.jpg,http://creativecommons.org/licenses/by-nc/2.0/,640,640,0.22071875,0.102484375,0.27928125000000004,0.79278125,0.11705562805175783,urban_street,bus;car,71.170556,"[""A woman crossing a street at a crosswalk while holding an umbrella."", ""A woman with a clear umbrella crosses the street."", ""Girl walking down the street in the rain."", ""A woman crossing the street in the rain with a clear umbrella."", ""A girl crossing the street wearing cowboy boots and carrying an umbrella.""]","[""A woman crossing a street at a crosswalk while holding an umbrella."", ""A woman with a clear umbrella crosses the street."", ""Girl walking down the street in the rain."", ""A woman crossing the street in the rain with a clear umbrella."", ""A girl crossing the street wearing cowboy boots and carrying an umbrella.""]"
398246,000000398246.jpg,http://images.cocodataset.org/train2017/000000398246.jpg,http://farm8.staticflickr.com/7265/8151250528_e43a66ca50_z.jpg,http://creativecommons.org/licenses/by/2.0/,640,478,0.7569375,0.32583682008368203,0.21315625,0.662928870292887,0.10295525284388081,urban_street,bicycle;bus;car;traffic light,71.029553,"[""A picture of some people walking across the street."", ""A busy urban street with various pedestrians and traffic."", ""Busy commuters in a city walking down the street."", ""People walk across an intersection while buses drive by.""]","[""A picture of some people walking across the street."", ""A busy urban street with various pedestrians and traffic."", ""Busy commuters in a city walking down the street."", ""A woman with a red scarf and black leather jacket walking in the city."", ""People walk across an intersection while buses drive by.""]"
453496,000000453496.jpg,http://images.cocodataset.org/train2017/000000453496.jpg,http://farm1.staticflickr.com/196/483672155_877e967ffe_z.jpg,http://creativecommons.org/licenses/by-sa/2.0/,500,357,0.52466,0.6044817927170869,0.41718,0.3842857142857143,0.08751204285714285,urban_street,bicycle;bus;car;traffic light,70.87512,"[""A group of people in street below traffic lights by buildings."", ""A group of people walking down a street with tall buildings."", ""A group of pedestrians waiting to cross the street at a traffic light."", ""Some people crossing a city street near some traffic signals.""]","[""A group of people in street below traffic lights by buildings."", ""A group of people walking down a street with tall buildings."", ""A group of pedestrians waiting to cross the street at a traffic light."", ""Some people crossing a city street near some traffic signals."", ""group of people on bicycles waiting at a stop light""]"
410239,000000410239.jpg,http://images.cocodataset.org/train2017/000000410239.jpg,http://farm5.staticflickr.com/4058/4306792877_a5473fdc21_z.jpg,http://creativecommons.org/licenses/by-nc-nd/2.0/,640,427,0.15075,0.25524590163934424,0.235828125,0.7293208430913349,0.11837367809572599,urban_street,car;truck,70.183737,"[""a woman walking down a city street with her hand on her face"", ""A bunch of people and cars on a very busy city street."", ""A woman walking down a busy street with a sun umbrella talking on her phone."", ""a lady walking on a street carring an umbrella holding a cell phone to her ear"", ""A woman talking on a cell phone while shopping at a street vendor.""]","[""a woman walking down a city street with her hand on her face"", ""A bunch of people and cars on a very busy city street."", ""A woman walking down a busy street with a sun umbrella talking on her phone."", ""a lady walking on a street carring an umbrella holding a cell phone to her ear"", ""A woman talking on a cell phone while shopping at a street vendor.""]"
